component	file	line	marker	text
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	835	contract	 <TouchableOpacity key={test.id} onPress={() => handleToggleTest(test.id)}
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	846	contract	 <NBtn label={AR ? ' توليد كود التحويل الرقمي' : ' Generate Digital Referral'} onPress={attemptGenerate} loading={loading} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	871	contract	 <NBtn label={AR ? 'توجيه للمختبر الداخلي (موصى به)' : 'Route to Internal Lab (Recommended)'} onPress={routeInternally} style={{ marginBottom: SP.sm }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	872	contract	 <NBtn label={AR ? 'تخطي وإرسال للخارج (تُسجل في التدقيق)' : 'Override & Send Outside (Audited)'} variant="outline" onPress={() => executeGenerate(tru
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	873	contract	 <TouchableOpacity onPress={() => setShowOverrideModal(false)} style={{ marginTop: SP.lg, alignItems: 'center' }}>
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	904	contract	 await fetch(`${API_BASE}/home-care/sos`, {
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	925	contract	 <NBtn label={AR ? 'إرسال نداء استغاثة (SOS)' : 'Send SOS Alert'} style={{ marginTop: SP.md, backgroundColor: theme.danger }} onPress={triggerSos} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	940	contract	 <NBtn label={AR ? 'قبول النداء والتحرك' : 'Accept & Dispatch'} onPress={() => onNavigate('gps_router', { patient: 'Emergency Patient', location: 'Al Narjis' })} /
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	959	contract	 await fetch(`${API_BASE}/home-care/trip/start`, {
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	1000	contract	 <NBtn label={AR ? 'بدء التحرك (Start Trip)' : 'Start Trip'} onPress={startTrip} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	1002	contract	 <NBtn label={AR ? ' تأكيد الوصول للمريض' : ' Confirm Arrival'} onPress={() => { show(AR ? 'تم تسجيل الوصول للمريض بنجاح' : 'Arrival logged
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	1019	contract	 <NBtn label="Start Checklist" onPress={() => onNavigate('nurse_checklist')} style={{ margin: SP.lg }} />
provider	provider-app/src/screens/shared/BlueprintScreens.tsx	1116	contract	 <NBtn label={AR ? 'حجز موعد' : 'Book Appointment'} size="sm" style={{ marginTop: SP.lg }} onPress={() => { Alert.alert(AR ? 'حجز موعد' : 'Book Appointment', AR ? 'ت
provider	provider-app/src/screens/shared/LiveKitRoomProvider.tsx	6	contract	import { apiFetch } from '../../utils/api';
provider	provider-app/src/screens/shared/LiveKitRoomProvider.tsx	19	contract	 navigation.goBack();
provider	provider-app/src/screens/shared/LiveKitRoomProvider.tsx	31	contract	 <TouchableOpacity style={[styles.btn, { backgroundColor: theme.red }]} onPress={handleEndCall}>
provider	provider-app/src/screens/shared/LiveKitRoomProvider.tsx	47	contract	 const res = await apiFetch(`/calls/${roomId}/join`, { method: 'POST' });
provider	provider-app/src/screens/shared/PharmacyChatResponder.tsx	5	contract	import { apiFetch } from '../../utils/api';
provider	provider-app/src/screens/shared/PharmacyChatResponder.tsx	23	contract	 apiFetch(`/pharmacy/chat/threads/${threadId}/messages`).then(res => {
provider	provider-app/src/screens/shared/PharmacyChatResponder.tsx	55	contract	 <TouchableOpacity onPress={() => navigation.goBack()}><Text style={{color: theme.primary, fontSize: 18}}>رجوع</Text></TouchableOpacity>
provider	provider-app/src/screens/shared/PharmacyChatResponder.tsx	72	contract	 <TouchableOpacity onPress={sendInvoice} style={[styles.iconBtn, { backgroundColor: theme.orange }]}>
provider	provider-app/src/screens/shared/PharmacyChatResponder.tsx	83	contract	 <TouchableOpacity onPress={send} style={[styles.sendBtn, { backgroundColor: theme.primary }]}>
provider	provider-app/src/screens/shared/ProviderHome.tsx	5	contract	import { apiFetch } from '../../utils/api';
provider	provider-app/src/screens/shared/ProviderHome.tsx	18	contract	 const res = await apiFetch('/pharmacy/orders/pending');
provider	provider-app/src/screens/shared/ProviderHome.tsx	21	contract	 const res = await apiFetch('/calls/provider/waiting-room');
provider	provider-app/src/screens/shared/ProviderHome.tsx	35	contract	 navigation.navigate('LiveKitRoomProvider', { roomId: item.roomId });
provider	provider-app/src/screens/shared/ProviderHome.tsx	37	contract	 navigation.navigate('PharmacyChatResponder', { threadId: item.threadId, patientName: item.name });
provider	provider-app/src/screens/shared/ProviderHome.tsx	66	contract	 onPress={() => handleAction(item)}
provider	provider-app/src/screens/shared/RealScreens.tsx	19	contract	 client.get('/provider/reviews')
provider	provider-app/src/screens/shared/RealScreens.tsx	27	contract	 await client.post(`/provider/reviews/${id}/reply`, { reply: replyText });
provider	provider-app/src/screens/shared/RealScreens.tsx	73	contract	 <NBtn label={AR ? 'إرسال الرد' : 'Send'} size="sm" onPress={() => handleReply(rev.id)} />
provider	provider-app/src/screens/shared/RealScreens.tsx	74	contract	 <NBtn label={AR ? 'إلغاء' : 'Cancel'} size="sm" variant="outline" onPress={() => setSelectedId(null)} />
provider	provider-app/src/screens/shared/RealScreens.tsx	78	contract	 <TouchableOpacity onPress={() => { setSelectedId(rev.id); setReplyText(''); }}>
provider	provider-app/src/screens/shared/RealScreens.tsx	116	contract	 await client.put('/provider/working-hours', { hours });
provider	provider-app/src/screens/shared/RealScreens.tsx	141	contract	 <NBtn label={AR ? 'حفظ جدول العمل' : 'Save Working Hours'} onPress={handleSave} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/RealScreens.tsx	164	contract	 await client.post('/auth/change-password', { oldPassword, newPassword });
provider	provider-app/src/screens/shared/RealScreens.tsx	197	contract	 <NBtn label={AR ? 'تحديث كلمة المرور' : 'Update Password'} onPress={handleChangePassword} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/RealScreens.tsx	260	contract	 await client.post('/support/tickets', { subject, message });
provider	provider-app/src/screens/shared/RealScreens.tsx	281	contract	 <NBtn label={AR ? 'إرسال التذكرة' : 'Submit Ticket'} onPress={handleSubmit} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	24	contract	 <NBtn label={AR ? 'تحميل بطاقة الرمز المطبوعة PDF' : 'Download Printable PDF'} onPress={() => show(AR ? 'جاري التحميل...' : 'Downloading...', 'in
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	94	contract	 <NBtn label={AR ? 'الاتصال بمندوب التوصيل 📞' : 'Call Driver 📞'} onPress={() => show(AR ? 'جاري الاتصال بالمندوب...' : 'Calling driver.
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	115	contract	 <NBtn label={AR ? 'الموافقة وتجهيز الصرف ⚡' : 'Approve & Prepare ⚡'} size="sm" onPress={() => show(AR ? 'تم قبول طلب الصرف' : 'Approved', 'suc
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	150	contract	 await client.post('/pharmacy/products', { name, price: Number(price), barcode: code });
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	169	contract	 <NBtn label={AR ? 'إضافة الصنف للمخزون 📦' : 'Add to Inventory 📦'} onPress={handleAdd} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	190	contract	 <NBtn label={AR ? 'عرض خفض السعر الترويجي FEFO' : 'Apply FEFO Promo'} size="sm" onPress={() => show(AR ? 'تم تطبيق الخصم الترويجي' : 'FEFO P
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	205	contract	 await client.post('/pharmacy/shortages/report', { drug });
provider	provider-app/src/screens/shared/RealScreensExtended.tsx	220	contract	 <NBtn label={AR ? 'إرسال بلاغ النواقص 🚨' : 'Report Shortage 🚨'} onPress={handleReport} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/shared/RegistrationSuccess.tsx	66	contract	 onPress={handleSendOtp}
provider	provider-app/src/screens/shared/RegistrationSuccess.tsx	89	contract	 onPress={handleVerify}
provider	provider-app/src/screens/shared/RegistrationSuccess.tsx	111	contract	 onPress={() => {
provider	provider-app/src/screens/shared/SharedScreens.tsx	39	contract	const { width: W, height: H } = Dimensions.get('window');
provider	provider-app/src/screens/shared/SharedScreens.tsx	57	contract	 const res = await client.get('/chats/provider');
provider	provider-app/src/screens/shared/SharedScreens.tsx	84	contract	 <TouchableOpacity onPress={onBack}><I name="back" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/SharedScreens.tsx	101	contract	 <TouchableOpacity onPress={() => setActiveChat(conv)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	141	contract	 const res = await client.get(`/chats/${conv.id}/messages`);
provider	provider-app/src/screens/shared/SharedScreens.tsx	163	contract	 await client.post(`/chats/${conv.id}/messages`, { text: txt });
provider	provider-app/src/screens/shared/SharedScreens.tsx	174	contract	 <TouchableOpacity onPress={onBack} style={{ padding: SP.xs }}><I name="back" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/SharedScreens.tsx	185	contract	 <TouchableOpacity onPress={() => show(AR ? 'بدء مكالمة صوتية' : 'Starting voice call', 'info')}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	188	contract	 <TouchableOpacity onPress={() => show(AR ? 'بدء مكالمة فيديو' : 'Starting video call', 'info')}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	225	contract	 <TouchableOpacity onPress={() => setShowAttach(true)} style={{ padding: SP.sm }}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	235	contract	 <TouchableOpacity onPress={() => show(AR ? 'تسجيل صوتي' : 'Voice recording', 'info')} style={{ padding: SP.sm }}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	238	contract	 <TouchableOpacity onPress={sendMsg} disabled={!msg.trim()}
provider	provider-app/src/screens/shared/SharedScreens.tsx	255	contract	 <TouchableOpacity key={att.name} onPress={() => { setShowAttach(false); show(AR ? `إرفاق ${att.ar}` : `Attach ${att.en}`, 'info'); }}
provider	provider-app/src/screens/shared/SharedScreens.tsx	285	contract	 client.get('/provider/notifications')
provider	provider-app/src/screens/shared/SharedScreens.tsx	303	contract	 <TouchableOpacity onPress={onBack}><I name="back" size={20} color={theme.primary} /></TouchableOpacity>
provider	provider-app/src/screens/shared/SharedScreens.tsx	306	contract	 <TouchableOpacity onPress={markAllRead}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	315	contract	 <TouchableOpacity key={f.k} onPress={() => setFilter(f.k as any)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	327	contract	 <TouchableOpacity onPress={() => markRead(notif.id)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	381	contract	 <TouchableOpacity key={t.k} onPress={() => setTab(t.k)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	404	contract	 <TouchableOpacity onPress={() => setExpandedFaq(expandedFaq === i ? null : i)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	420	contract	 <NBtn label={AR ? 'إرسال التذكرة' : 'Submit Ticket'} loading={loading} disabled={!subject.trim() || !body.trim()}
provider	provider-app/src/screens/shared/SharedScreens.tsx	421	contract	 onPress={async () => {
provider	provider-app/src/screens/shared/SharedScreens.tsx	424	contract	 await client.post('/support/tickets', { subject, body });
provider	provider-app/src/screens/shared/SharedScreens.tsx	484	contract	 <TouchableOpacity onPress={() => show(AR ? 'تم إزالة الجهاز' : 'Device removed', 'success')}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	492	contract	 <NBtn label={AR ? 'تسجيل الخروج من جميع الأجهزة' : 'Log Out All Devices'} variant="danger"
provider	provider-app/src/screens/shared/SharedScreens.tsx	493	contract	 onPress={() => Alert.alert(AR ? 'تأكيد' : 'Confirm', AR ? 'سيتم تسجيل الخروج من جميع الأجهزة' : 'Logging out all devices')} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	535	contract	 <NBtn label={isLast ? (AR ? 'ابدأ الآن' : 'Get Started') : (AR ? 'التالي' : 'Next')}
provider	provider-app/src/screens/shared/SharedScreens.tsx	536	contract	 onPress={() => { if (isLast) onDone(); else setPage(p => p + 1); }} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	538	contract	 <TouchableOpacity onPress={onDone}>
provider	provider-app/src/screens/shared/SharedScreens.tsx	581	contract	 <NBtn label={device.connected ? (AR ? 'متصل' : 'Connected') : (AR ? 'ربط' : 'Connect')}
provider	provider-app/src/screens/shared/SharedScreens.tsx	584	contract	 onPress={() => show(device.connected ? (AR ? 'الجهاز متصل بالفعل' : 'Already connected') : (AR ? 'جاري الربط...' : 'Connecting...'), 'info')} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	628	contract	 <TouchableOpacity key={t.k} onPress={() => setTab(t.k)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	735	contract	 <NBtn label={AR ? 'بدء الاتصال المقنّع' : 'Start Masked Call'}
provider	provider-app/src/screens/shared/SharedScreens.tsx	736	contract	 onPress={() => { setCalling(true); show(AR ? 'جاري الاتصال...' : 'Calling...', 'info'); }} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	738	contract	 <NBtn label={AR ? 'إنهاء المكالمة' : 'End Call'} variant="danger"
provider	provider-app/src/screens/shared/SharedScreens.tsx	739	contract	 onPress={() => { setCalling(false); clearInterval(timerRef.current); show(AR ? `انتهت المكالمة — المدة: ${fmt(elapsed)}` : `Call ended — ${fmt(elapsed)}`, 's
provider	provider-app/src/screens/shared/SharedScreens.tsx	759	contract	 <TouchableOpacity key={t.k} onPress={() => setTab(t.k)}
provider	provider-app/src/screens/shared/SharedScreens.tsx	780	contract	 <NBtn label={AR ? 'حفظ كصورة' : 'Save as Image'} variant="outline" onPress={() => show(AR ? 'تم الحفظ' : 'Saved', 'success')} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	781	contract	 <NBtn label={AR ? 'مشاركة' : 'Share'} variant="secondary" onPress={() => show(AR ? 'فتح المشاركة' : 'Opening share', 'info')} />
provider	provider-app/src/screens/shared/SharedScreens.tsx	782	contract	 <NBtn label={AR ? 'طباعة' : 'Print'} variant="outline" onPress={() => show(AR ? 'جاري الطباعة' : 'Printing', 'info')} />
