component	file	line	marker	text
provider	provider-app/src/components/ui.tsx	163	contract	 <TouchableOpacity onPress={() => setShowPass(p=>!p)}>
provider	provider-app/src/components/ui.tsx	168	contract	 <TouchableOpacity onPress={onIconRight}>
provider	provider-app/src/components/ui.tsx	192	contract	 <TouchableWithoutFeedback onPress={() => inputRef.current?.focus()}>
provider	provider-app/src/components/ui.tsx	255	contract	 <TouchableOpacity onPress={press}
provider	provider-app/src/components/ui.tsx	277	contract	 <TouchableOpacity key={o.value} onPress={() => onSelect(o.value)}
provider	provider-app/src/components/ui.tsx	383	contract	 ? <TouchableOpacity onPress={onBack} style={[s.backBtn, { backgroundColor:theme.surface2 }]}>
provider	provider-app/src/components/ui.tsx	412	contract	 <TouchableWithoutFeedback onPress={onClose}>
provider	provider-app/src/components/ui.tsx	435	contract	 <TouchableWithoutFeedback onPress={onCancel}>
provider	provider-app/src/components/ui.tsx	443	contract	 <View style={{ flex:1 }}><NBtn label={cancelLabel??t('cancel')} variant="secondary" onPress={onCancel} /></View>
provider	provider-app/src/components/ui.tsx	444	contract	 <View style={{ flex:1 }}><NBtn label={okLabel??t('confirm')} variant={variant} onPress={onOk} /></View>
provider	provider-app/src/components/ui.tsx	491	contract	 {onAction && actionLabel && <NBtn label={actionLabel} onPress={onAction} full={false} style={{ paddingHorizontal:SP.xxxl }} />}
provider	provider-app/src/components/ui.tsx	511	contract	 {onPrimary && <NBtn label={primaryLabel??t('done')} onPress={onPrimary} />}
provider	provider-app/src/components/ui.tsx	512	contract	 {onSec && <NBtn label={secLabel??t('back')} variant="ghost" onPress={onSec} />}
provider	provider-app/src/components/ui.tsx	549	contract	 <NBtn label={t('otpVerify')} onPress={onVerify} loading={loading} disabled={otp.join('').length<6} />
provider	provider-app/src/components/ui.tsx	550	contract	 <TouchableOpacity onPress={cd<=0?()=>{setCd(60);onResend?.()}:undefined}
provider	provider-app/src/components/ui.tsx	586	contract	 <TouchableOpacity onPress={onAction}><Text style={{ fontSize:FS.sm, color:theme.primary, fontWeight:FW.semi }}>{action}</Text></TouchableOpacity>
provider	provider-app/src/components/ui.tsx	598	contract	 <TouchableOpacity onPress={onPress} activeOpacity={0.7}
provider	provider-app/src/components/ui.tsx	629	contract	 <TouchableOpacity onPress={onToggle}
provider	provider-app/src/components/ui.tsx	655	contract	 <TouchableOpacity onPress={()=>onChange('')}><Text style={{ fontSize:14, color:theme.textHint }}></Text></TouchableOpacity>
provider	provider-app/src/components/ui.tsx	684	contract	 <TouchableWithoutFeedback onPress={() => inputRef.current?.focus()}>
provider	provider-app/src/components/ui.tsx	716	contract	 <TouchableOpacity key={tab.key} onPress={()=>onPress(tab.key)} style={s.navTab}>
provider	provider-app/src/components/ui.tsx	852	contract	 <TouchableOpacity onPress={onClose} style={{ padding: 8 }}>
provider	provider-app/src/components/ui.tsx	902	contract	 const res = await client.get('/provider/profile/image/status');
provider	provider-app/src/components/ui.tsx	925	contract	 const res = await client.get('/provider/profile/image/status');
provider	provider-app/src/components/ui.tsx	986	contract	 await client.post('/provider/profile/image/upload', {
provider	provider-app/src/components/ui.tsx	1051	contract	 <TouchableOpacity onPress={pickImage} style={[st.actionBtn, { backgroundColor: theme.primary }]}>
provider	provider-app/src/components/ui.tsx	1055	contract	 <TouchableOpacity onPress={() => setShowWebView(true)} style={[st.actionBtn, { backgroundColor: theme.surface2, borderColor: theme.border, borderWidth: 1 }]}>
provider	provider-app/src/components/ui.tsx	1091	contract	 onPress={() => setOpen(true)}
provider	provider-app/src/components/ui.tsx	1111	contract	 <TouchableWithoutFeedback onPress={() => setOpen(false)}>
provider	provider-app/src/components/ui.tsx	1129	contract	 onPress={() => {
provider	provider-app/src/components/ui.tsx	1180	contract	 onPress={toggle}
provider	provider-app/src/components/ui.tsx	1296	contract	 <TouchableWithoutFeedback onPress={onClose}>
provider	provider-app/src/components/ui.tsx	1313	contract	 <TouchableOpacity onPress={onClose}>
provider	provider-app/src/components/ui.tsx	1320	contract	 <TouchableOpacity onPress={handlePrevMonth} style={{ padding: SP.sm }}>
provider	provider-app/src/components/ui.tsx	1326	contract	 <TouchableOpacity onPress={handleNextMonth} style={{ padding: SP.sm }}>
provider	provider-app/src/components/ui.tsx	1355	contract	 onPress={() => selectDay(day)}
provider	provider-app/src/constants/index.ts	7	contract	export const { width: SW, height: SH } = Dimensions.get('window');
provider	provider-app/src/context/index.tsx	28	contract	 Vault.get('THEME_MODE').then(saved => {
provider	provider-app/src/context/index.tsx	69	contract	 Vault.get('APP_LANG').then(saved => {
provider	provider-app/src/context/index.tsx	202	contract	 const isOnline = await fetch('https://1.1.1.1', { method: 'HEAD' }).then(() => true).catch(() => false);
provider	provider-app/src/context/index.tsx	208	contract	 const isBio = await Vault.get(SK.BIOENABLED);
provider	provider-app/src/context/index.tsx	255	contract	 const deviceId = await DeviceId.get();
provider	provider-app/src/context/index.tsx	257	contract	 const customIp = await Vault.get(SK.CUSTOM_API_IP);
provider	provider-app/src/context/index.tsx	259	contract	 const res = await fetch(`${baseUrl}/provider/auth/refresh`, {
provider	provider-app/src/context/index.tsx	283	contract	 const deviceId = await DeviceId.get();
provider	provider-app/src/context/index.tsx	285	contract	 const customIp = await Vault.get(SK.CUSTOM_API_IP);
provider	provider-app/src/context/index.tsx	287	contract	 const res = await fetch(`${baseUrl}/provider/auth/login`, {
provider	provider-app/src/context/index.tsx	323	contract	 const bioEnabled = await Vault.get(SK.BIOENABLED);
provider	provider-app/src/context/index.tsx	347	contract	 await fetch(`${API_BASE}/provider/auth/logout`, { method: 'POST', headers, body: JSON.stringify({ session_id: sessionId }) });
provider	provider-app/src/context/index.tsx	372	contract	 const res = await fetch(`${API_BASE}/provider/ops/availability/toggle-instant`, {
provider	provider-app/src/screens/auth/AuthScreens.tsx	23	contract	const { width: W, height: H } = Dimensions.get('window');
provider	provider-app/src/screens/auth/AuthScreens.tsx	95	contract	 Vault.get(SK.BIOENABLED).then(async (enabled) => {
provider	provider-app/src/screens/auth/AuthScreens.tsx	152	contract	 <TouchableOpacity onPress={toggleLang}
provider	provider-app/src/screens/auth/AuthScreens.tsx	202	contract	 <TouchableOpacity onPress={() => handleSelectCard(pt, idx)} activeOpacity={0.85}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	247	contract	 <TouchableOpacity onPress={onGuestJobs} style={{ 
provider	provider-app/src/screens/auth/AuthScreens.tsx	261	contract	 <TouchableOpacity onPress={onGuestDrugIndex} style={{ 
provider	provider-app/src/screens/auth/AuthScreens.tsx	276	contract	 <TouchableOpacity onPress={onLogin} style={{ alignItems: 'center', paddingVertical: SP.sm, marginBottom: SP.lg }}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	321	contract	 <NBtn
provider	provider-app/src/screens/auth/AuthScreens.tsx	323	contract	 onPress={() => {
provider	provider-app/src/screens/auth/AuthScreens.tsx	329	contract	 <NBtn
provider	provider-app/src/screens/auth/AuthScreens.tsx	331	contract	 onPress={() => {
provider	provider-app/src/screens/auth/AuthScreens.tsx	371	contract	 Vault.get(SK.BIOENABLED).then(val => setBioEnabled(val === 'true'));
provider	provider-app/src/screens/auth/AuthScreens.tsx	372	contract	 Vault.get(SK.CUSTOM_API_IP).then(val => setCustomIp(val || ''));
provider	provider-app/src/screens/auth/AuthScreens.tsx	438	contract	 <TouchableOpacity onPress={onBack} style={{ marginBottom: SP.xxxl }}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	474	contract	 <TouchableOpacity onPress={handleBio}
provider	provider-app/src/screens/auth/AuthScreens.tsx	487	contract	 <NBtn
provider	provider-app/src/screens/auth/AuthScreens.tsx	489	contract	 onPress={handleLogin} loading={loading}
provider	provider-app/src/screens/auth/AuthScreens.tsx	493	contract	 <TouchableOpacity onPress={onForgot} style={{ alignItems: 'center', marginBottom: SP.xl }}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	512	contract	 <TouchableOpacity key={ta.id} onPress={() => { setId(ta.id); setPass('Test1234'); }} style={{ paddingHorizontal: SP.md, paddingVertical: SP.sm, borderRadius: R.md, borderWidth: 1,
provider	provider-app/src/screens/auth/AuthScreens.tsx	519	contract	 <TouchableOpacity onPress={onRegister} style={{ alignItems: 'center', paddingVertical: SP.lg }}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	542	contract	 <NBtn label={AR ? 'تفعيل الآن' : 'Enable Now'} onPress={handleEnableBio} style={{ width: '100%', marginBottom: SP.sm }} />
provider	provider-app/src/screens/auth/AuthScreens.tsx	543	contract	 <NBtn label={AR ? 'ليس الآن' : 'Maybe Later'} variant="outline" onPress={() => { setShowBioPrompt(false); onSuccess(); }} style={{ width: '100%' }} />
provider	provider-app/src/screens/auth/AuthScreens.tsx	548	contract	 <TouchableOpacity onPress={() => setShowIpModal(true)} style={{ marginTop: 40, padding: 10 }}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	571	contract	 <TouchableOpacity style={{ flex: 1, padding: SP.md, alignItems: 'center', backgroundColor: theme.surface3, borderRadius: R.md }} onPress={() => { setCustomIp(''); Vault.del(SK.CUS
provider	provider-app/src/screens/auth/AuthScreens.tsx	574	contract	 <TouchableOpacity style={{ flex: 1, padding: SP.md, alignItems: 'center', backgroundColor: theme.primary, borderRadius: R.md }} onPress={() => { Vault.set(SK.CUSTOM_API_IP, custom
provider	provider-app/src/screens/auth/AuthScreens.tsx	578	contract	 <TouchableOpacity style={{ marginTop: SP.md, alignItems: 'center', padding: SP.sm }} onPress={() => setShowIpModal(false)}>
provider	provider-app/src/screens/auth/AuthScreens.tsx	623	contract	 const res = await fetch(`${API_BASE}/provider/auth/forgot-password`, {
provider	provider-app/src/screens/auth/AuthScreens.tsx	654	contract	 const res = await fetch(`${API_BASE}/provider/auth/reset-password`, {
provider	provider-app/src/screens/auth/AuthScreens.tsx	682	contract	 <TouchableOpacity onPress={step === 1 ? onBack : () => setStep(s => (s - 1) as 1 | 2 | 3)}
provider	provider-app/src/screens/auth/AuthScreens.tsx	706	contract	 <NBtn label={AR ? 'إرسال رمز التحقق' : 'Send Verification Code'}
provider	provider-app/src/screens/auth/AuthScreens.tsx	707	contract	 onPress={sendOtp} loading={loading} />
provider	provider-app/src/screens/auth/AuthScreens.tsx	744	contract	 <NBtn
provider	provider-app/src/screens/auth/AuthScreens.tsx	746	contract	 onPress={resetPass} loading={loading}
provider	provider-app/src/screens/auth/AuthScreens.tsx	865	contract	 <NBtn label={AR ? 'استكشاف التطبيق (قراءة فقط)' : 'Explore App (Read-only)'}
provider	provider-app/src/screens/auth/AuthScreens.tsx	866	contract	 onPress={onExplore} style={{ marginBottom: SP.md }} icon="" />
provider	provider-app/src/screens/auth/AuthScreens.tsx	867	contract	 <NBtn label={AR ? 'تسجيل الخروج' : 'Log Out'}
provider	provider-app/src/screens/auth/AuthScreens.tsx	868	contract	 variant="ghost" onPress={onLogout} icon="" />
provider	provider-app/src/screens/auth/PendingDashboard.tsx	31	contract	 await client.post('/auth/send-otp', { identifier: user.email });
provider	provider-app/src/screens/auth/PendingDashboard.tsx	44	contract	 await client.post('/auth/verify-otp', { identifier: user.email, code: otp });
provider	provider-app/src/screens/auth/PendingDashboard.tsx	88	contract	 <NBtn label={AR ? 'إرسال رمز التحقق' : 'Send Verification Code'} onPress={sendOtp} loading={loading} />
provider	provider-app/src/screens/auth/PendingDashboard.tsx	98	contract	 <NBtn label={AR ? 'تأكيد الرمز' : 'Verify'} onPress={verifyOtp} loading={loading} />
provider	provider-app/src/screens/auth/PendingDashboard.tsx	128	contract	 <NBtn label={AR ? 'استكشاف التطبيق' : 'Explore App'} onPress={onExplore} style={{ marginBottom: SP.md }} />
provider	provider-app/src/screens/auth/PendingDashboard.tsx	129	contract	 <NBtn label={AR ? 'تسجيل الخروج' : 'Log Out'} variant="ghost" onPress={onLogout} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	41	contract	const { width: W } = Dimensions.get('window');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	70	contract	 const navigateTo = (s: string, param?: any) => navigation.navigate(s, { param });
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	80	contract	 <NBottomNav tabs={tabs} active={activeTab} onPress={setActiveTab} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	91	contract	 <Stack.Screen name="appointment_detail">{({ navigation, route }: any) => <AppointmentDetailScreen apt={route.params?.param} onBack={() => navigation.goBack()} onNavigate={(s: stri
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	92	contract	 <Stack.Screen name="consultation">{({ navigation, route }: any) => <LiveConsultationScreen apt={route.params?.param} onBack={() => navigation.goBack()} onNavigate={(s: string, p?:
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	93	contract	 <Stack.Screen name="prescription">{({ navigation, route }: any) => <EPrescriptionScreen apt={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	94	contract	 <Stack.Screen name="sick_leave">{({ navigation, route }: any) => <SickLeaveScreen apt={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	95	contract	 <Stack.Screen name="medical_report">{({ navigation, route }: any) => <MedicalReportScreen apt={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	96	contract	 <Stack.Screen name="referral">{({ navigation, route }: any) => <ReferralScreen apt={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	97	contract	 <Stack.Screen name="request_test">{({ navigation, route }: any) => <RequestTestScreen apt={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	98	contract	 <Stack.Screen name="patient_file">{({ navigation, route }: any) => <PatientFileScreen patient={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	99	contract	 <Stack.Screen name="no_show">{({ navigation }: any) => <NoShowManagementScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	100	contract	 <Stack.Screen name="withdrawal_workflow">{({ navigation }: any) => <WithdrawalWorkflow balance={4200} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	101	contract	 <Stack.Screen name="revenue_insights">{({ navigation }: any) => <StatisticsReports onBack={() => navigation.goBack()} providerType="doctor" />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	102	contract	 <Stack.Screen name="availability_engine">{({ navigation }: any) => <DoctorAvailabilityScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	103	contract	 <Stack.Screen name="service_management">{({ navigation }: any) => <DoctorServiceManagementScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	104	contract	 <Stack.Screen name="promotions">{({ navigation }: any) => <PromotionsDashboard onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.navigate(s, { para
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	105	contract	 <Stack.Screen name="create_promo">{({ navigation }: any) => <CreateCampaignScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	106	contract	 <Stack.Screen name="web_config">{({ navigation }: any) => <ProfileWebConfig onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	107	contract	 <Stack.Screen name="subscriptions_ads">{({ navigation }: any) => <SubscriptionsAdsScreen onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.navigate
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	108	contract	 <Stack.Screen name="affiliate">{({ navigation }: any) => <AffiliatePortal onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	109	contract	 <Stack.Screen name="reputation">{({ navigation }: any) => <ReputationHub onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	110	contract	 <Stack.Screen name="crm">{({ navigation }: any) => <CrmHub onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.navigate(s, { param: p })} />}</Stack.
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	111	contract	 <Stack.Screen name="ai_copilot">{({ navigation }: any) => <AiMedicalCopilot onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	112	contract	 <Stack.Screen name="outbound_referral">{({ navigation }: any) => <SmartOutboundReferralNetwork onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	113	contract	 <Stack.Screen name="sos_dispatch">{({ navigation }: any) => <SosDispatchScreen onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.navigate(s, { para
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	114	contract	 <Stack.Screen name="gps_router">{({ navigation, route }: any) => <GpsRouterScreen patient={route.params?.param} onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	115	contract	 <Stack.Screen name="profile_edit">{({ navigation }: any) => <DoctorProfileEditScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	116	contract	 <Stack.Screen name="insurance_config">{({ navigation }: any) => <InsuranceConfigScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	117	contract	 <Stack.Screen name="certificates_config">{({ navigation }: any) => <CertificatesConfigScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	118	contract	 <Stack.Screen name="media_config">{({ navigation }: any) => <MediaConfigScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	119	contract	 <Stack.Screen name="virtual_waiting_room">{({ navigation }: any) => <VirtualWaitingRoomScreen onBack={() => navigation.goBack()} onNavigate={(s: string, p?: any) => navigation.nav
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	120	contract	 <Stack.Screen name="pre_visit_chat">{({ navigation, route }: any) => <PreVisitChatScreen apt={route.params?.param} onBack={() => navigation.goBack()} onNavigate={(s: string, p?: a
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	121	contract	 <Stack.Screen name="medical_jobs">{({ navigation }: any) => <MedicalJobsScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	122	contract	 <Stack.Screen name="drug_index">{({ navigation }: any) => <MedicalDrugIndexScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	123	contract	 <Stack.Screen name="location_config">{({ navigation }: any) => <DoctorLocationScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	124	contract	 <Stack.Screen name="inbound_reports">{({ navigation }: any) => <InboundMedicalReportsScreen onBack={() => navigation.goBack()} />}</Stack.Screen>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	192	contract	 const resIncoming = await client.get('/provider/jobs/queue?status=incoming&kind=consultation');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	202	contract	 const resToday = await client.get('/provider/jobs/queue?status=active');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	210	contract	 const resStats = await client.get('/provider/stats/today');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	224	contract	 await client.post('/provider/jobs/' + req.id + '/accept');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	234	contract	 await client.post('/provider/jobs/' + req.id + '/reject');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	247	contract	 await client.post(`/provider/jobs/consultation/${insuranceModalReq.id}/insurance`, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	262	contract	 <TouchableOpacity onPress={onTriggerAlarm} style={{ padding: SP.xs }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	280	contract	 <NBtn label={AR ? 'إعادة المحاولة' : 'Retry'} onPress={fetchQueue} size="sm" />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	314	contract	 <NBtn label={AR ? 'رفض' : 'Reject'} variant="secondary" size="sm" full={false} style={{ paddingHorizontal: SP.lg }}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	315	contract	 onPress={() => handleReject(req)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	319	contract	 <NBtn label={AR ? 'قبول' : 'Accept'} size="sm" variant="outline" full={false} onPress={() => handleAccept(req)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	320	contract	 <NBtn label={AR ? 'تم تحصيل المبلغ نقداً' : 'Cash Collected'} size="sm" full={false} style={{ backgroundColor: theme.success, borderColor: theme.success }}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	321	contract	 onPress={() => { show(AR ? 'تم قفل حالة الدفع وبدء الاستشارة' : 'Payment locked. Starting consultation.', 'success'); onNavigate('consultation', req); }
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	324	contract	 <NBtn label={AR ? 'قبول واستكمال إجراءات التأمين' : 'Accept & Process Insurance'} size="sm" full={false} onPress={() => setInsuranceModalReq(req)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	326	contract	 <NBtn label={AR ? 'قبول' : 'Accept'} size="sm" full={false} style={{ paddingHorizontal: SP.xl }} onPress={() => handleAccept(req)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	342	contract	 <TouchableOpacity key={apt.id} onPress={() => onNavigate('consultation', apt)} style={{ padding: SP.md, backgroundColor: theme.card, borderRadius: R.md, marginBottom: SP.sm, flexD
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	352	contract	 onPress={() => onNavigate('medical_jobs')}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	360	contract	 onPress={() => onNavigate('drug_index')}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	368	contract	 onPress={() => onNavigate('inbound_reports')}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	414	contract	 <TouchableOpacity key={s} onPress={() => setApprovalStatus(s)} style={{ flex: 1, padding: SP.md, borderRadius: R.md, backgroundColor: approvalStatus === s ? theme.primary : theme.
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	422	contract	 <NBtn label={AR ? ' إرسال للمريض لدفع نسبة التحمل' : ' Send to Patient for Co-Pay'} onPress={submitInsuranceGatekeeper} style={{ marginTop: SP.md, marginB
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	450	contract	 client.get('/provider/jobs/queue?status=active&kind=consultation')
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	473	contract	 <TouchableOpacity onPress={() => onNavigate('no_show')}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	482	contract	 <TouchableOpacity key={v} onPress={() => setView(v)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	500	contract	 <TouchableOpacity key={f.k} onPress={() => setFilter(f.k as any)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	520	contract	 <TouchableOpacity onPress={() => onNavigate('appointment_detail', item)}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	603	contract	 <NBtn label={AR ? 'ابدأ الاستشارة' : 'Start Consultation'} onPress={() => onNavigate('consultation', apt)} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	652	contract	 await client.post('/provider/consultation/end', payload);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	665	contract	 const { width: W, height: H } = Dimensions.get('window');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	686	contract	 <NBtn label={AR ? 'بدء الكشف' : 'Start Checkup'} size="sm" disabled={distanceKm > 0.5} onPress={() => { if (apt) show(AR ? 'تم بدء الفحص الطبي' : 'Checkup s
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	696	contract	 <TouchableOpacity onPress={() => setIsFullscreen(false)} style={{ padding: SP.sm, backgroundColor: 'rgba(0,0,0,0.5)', borderRadius: R.full }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	702	contract	 <TouchableOpacity onPress={() => setIsFullscreen(!isFullscreen)} style={{ padding: SP.sm, backgroundColor: 'rgba(0,0,0,0.5)', borderRadius: R.full }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	733	contract	 <TouchableOpacity onPress={endConsultation} style={{ width: 44, height: 44, borderRadius: 22, backgroundColor: theme.danger, alignItems: 'center', justifyContent: 'center' }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	791	contract	 <TouchableOpacity style={{ padding: SP.sm, backgroundColor: theme.primary, borderRadius: R.full }} onPress={() => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	806	contract	 <NBtn label={AR ? 'كتابة وصفة طبية (E-Rx)' : 'Write Prescription (E-Rx)'} onPress={() => onNavigate('prescription', apt)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	808	contract	 <NBtn label={AR ? '+ طلب تحاليل' : '+ Request Labs'} variant="outline" style={{ flex: 1 }} onPress={() => onNavigate('request_test', { ...apt, initialType: 'lab' })} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	809	contract	 <NBtn label={AR ? '+ طلب أشعة' : '+ Request Radiology'} variant="outline" style={{ flex: 1 }} onPress={() => onNavigate('request_test', { ...apt, initialType: 'radiology' }
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	812	contract	 <NBtn label={AR ? '+ تمريض منزلي' : '+ Request Nursing'} variant="outline" style={{ flex: 1 }} onPress={() => onNavigate('request_test', { ...apt, initialType: 'nursing'
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	813	contract	 <NBtn label={AR ? '+ كتابة تقرير طبي' : '+ Medical Report'} variant="outline" style={{ flex: 1 }} onPress={() => onNavigate('medical_report', apt)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	815	contract	 <NBtn label={AR ? '+ إصدار إجازة مرضية' : '+ Issue Sick Leave'} variant="outline" onPress={() => onNavigate('sick_leave', apt)} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	828	contract	 <TouchableOpacity key={t} onPress={() => setActiveTab(t)} style={{ flex: 1, padding: SP.md, borderBottomWidth: 2, borderBottomColor: activeTab === t ? theme.primary : 'transparent
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	841	contract	 <NBtn label={AR ? 'إنهاء الاستشارة وإرسال الروشتة' : 'End Consult & Send E-Rx'} onPress={endConsultation} loading={loading} style={{ backgroundColor: th
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	886	contract	 client.get('/medicines')
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	931	contract	 await client.post('/prescriptions/create', payload);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	956	contract	 <TouchableOpacity onPress={() => setShowTemplates(true)} style={{ flex: 1, backgroundColor: theme.surface2, padding: SP.md, borderRadius: R.md, alignItems: 'center', borderWidth: 
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	959	contract	 <TouchableOpacity onPress={() => { if(drugs.length === 0) { show(AR ? 'أضف أدوية أولاً لحفظها كنموذج' : 'Add medications first to save as template', 'erro
