component	file	line	raw	normalized	classification	backend_candidates
patient	patient-app/app/nutrition/log-meal.tsx	134	/nutrition/food-scanner	/nutrition/food-scanner	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/nutrition/water-tracker.tsx	57	/nutrition/water	/nutrition/water	MATCHED_ROUTE	POST /nutrition/water (backend/src/modules/nutrition/nutrition.controller.ts:63)|GET /nutrition/water (backend/src/modules/nutrition/nutrition.controller.ts:71)
patient	patient-app/app/payments/failed.tsx	77	/wallet/hub	/wallet/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/failed.tsx	82	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/failure.tsx	78	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/success.tsx	68	/consultations/clinic-location	/consultations/clinic-location	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/success.tsx	69	/consultations/home-visit-tracking	/consultations/home-visit-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/success.tsx	70	/consultations/booking-success	/consultations/booking-success	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/payments/success.tsx	78	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/barcode-scanner.tsx	35	/pharmacy/product-detail	/pharmacy/product-detail	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/barcode-scanner.tsx	68	/pharmacy/drug-not-found	/pharmacy/drug-not-found	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/broadcast-status.tsx	71	/pharmacy/order-tracking	/pharmacy/order-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/cart.tsx	69	/pharmacy/checkout	/pharmacy/checkout	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/cart.tsx	182	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/cart.tsx	202	/pharmacy/manual-order	/pharmacy/manual-order	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/chat-with-pharmacist.tsx	116	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/checkout.tsx	44	/users/me/profile	/users/me/profile	MATCHED_ROUTE	GET /users/me/profile (backend/src/modules/users/users.controller.ts:11)|PATCH /users/me/profile (backend/src/modules/users/users.controller.ts:16)
patient	patient-app/app/pharmacy/checkout.tsx	69	/profile/insurance	/profile/insurance	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/checkout.tsx	79	/shared/location-picker	/shared/location-picker	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/checkout.tsx	117	/patient/pharmacy/orders	/patient/pharmacy/orders	MATCHED_ROUTE	POST /patient/pharmacy/orders (backend/src/modules/pharmacy/pharmacy.controllers.ts:23)|GET /patient/pharmacy/orders (backend/src/modules/pharmacy/pharmacy.controllers.ts:24)|GET /patient/pharmacy/:id (backend/src/modules/pharmacy/pharmacy.controllers.ts:148)
patient	patient-app/app/pharmacy/checkout.tsx	122	/pharmacy/waiting-for-pharmacy	/pharmacy/waiting-for-pharmacy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/custom-item.tsx	52	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/drug-not-found.tsx	68	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/filters.tsx	69	/medicines/filters	/medicines/filters	MATCHED_ROUTE	GET /medicines/filters (backend/src/modules/medicines/medicines.controller.ts:42)|GET /medicines/:id (backend/src/modules/medicines/medicines.controller.ts:54)|PATCH /medicines/:id (backend/src/modules/medicines/medicines.controller.ts:106)
patient	patient-app/app/pharmacy/manual-order.tsx	56	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/medicine-compare.tsx	36	/medicines/compare	/medicines/compare	MATCHED_ROUTE	POST /medicines/compare (backend/src/modules/medicines/medicines.controller.ts:48)|GET /medicines/:id (backend/src/modules/medicines/medicines.controller.ts:54)|PATCH /medicines/:id (backend/src/modules/medicines/medicines.controller.ts:106)
patient	patient-app/app/pharmacy/order-confirm.tsx	57	/pharmacy/payment	/pharmacy/payment	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/order-confirm.tsx	69	/pharmacy/waiting-for-pharmacy	/pharmacy/waiting-for-pharmacy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/order-history.tsx	53	/orders/mine	/orders/mine	MATCHED_ROUTE	GET /orders/mine (backend/src/modules/orders/orders.controller.ts:19)|GET /orders/:id (backend/src/modules/orders/orders.controller.ts:49)
patient	patient-app/app/pharmacy/order-history.tsx	109	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/order-tracking.tsx	110	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/order-tracking.tsx	134	/pharmacy/chat-with-pharmacist	/pharmacy/chat-with-pharmacist	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/payment.tsx	48	/payments/paymob/methods	/payments/paymob/methods	MATCHED_ROUTE	GET /payments/paymob/methods (backend/src/modules/payments/paymob.controller.ts:14)
patient	patient-app/app/pharmacy/payment.tsx	71	/payments/paymob/initiate	/payments/paymob/initiate	MATCHED_ROUTE	POST /payments/paymob/initiate (backend/src/modules/payments/paymob.controller.ts:19)
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	39	/pharmacy/chat/threads	/pharmacy/chat/threads	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	119	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/pharmacist-chat.tsx	237	/pharmacy/payment	/pharmacy/payment	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/product-detail.tsx	188	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/product-detail.tsx	275	/pharmacy/product-detail	/pharmacy/product-detail	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/reorder.tsx	63	/payments/processing	/payments/processing	MATCHED_ROUTE	POST /payments/:provider (backend/src/modules/payments/payments.module.ts:257)
patient	patient-app/app/pharmacy/reorder.tsx	123	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/rx-order.tsx	30	/cart/prescription	/cart/prescription	MATCHED_ROUTE	GET /cart/prescription (backend/src/modules/cart/cart.controller.ts:17)
patient	patient-app/app/pharmacy/rx-order.tsx	50	/insurance/approval-pending	/insurance/approval-pending	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/rx-order.tsx	55	/pharmacy/order-tracking	/pharmacy/order-tracking	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/rx-order.tsx	141	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/rx-order.tsx	159	/delivery/address-select	/delivery/address-select	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/scan-prescription.tsx	77	/ai/prescription-ocr	/ai/prescription-ocr	MATCHED_ROUTE	POST /ai/prescription-ocr (backend/src/modules/ai/ai.controller.ts:40)
patient	patient-app/app/pharmacy/scan-prescription.tsx	106	/pharmacy/cart	/pharmacy/cart	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/waiting-for-pharmacy.tsx	133	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/pharmacy/wishlist.tsx	33	/users/me/wishlist	/users/me/wishlist	MATCHED_ROUTE	GET /users/me/wishlist (backend/src/modules/users/users.controller.ts:21)
patient	patient-app/app/profile/addresses.tsx	27	/users/me/addresses	/users/me/addresses	MATCHED_ROUTE	GET /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:11)|POST /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:17)
patient	patient-app/app/profile/index.tsx	34	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/profile/index.tsx	47	/health/edit-profile	/health/edit-profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/profile/index.tsx	76	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/profile/insurance.tsx	26	/users/me/insurance	/users/me/insurance	MATCHED_ROUTE	GET /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:10)|POST /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:16)
patient	patient-app/app/profile/insurance.tsx	165	/users/me/insurance	/users/me/insurance	MATCHED_ROUTE	GET /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:10)|POST /users/me/insurance (backend/src/modules/users/users.insurance.controller.ts:16)
patient	patient-app/app/programs/active.tsx	34	/medical/programs/active	/medical/programs/active	MATCHED_ROUTE	GET /medical/programs/active (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:101)
patient	patient-app/app/programs/active.tsx	60	/medical/programs/complete-session	/medical/programs/complete-session	MATCHED_ROUTE	POST /medical/programs/complete-session (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:106)
patient	patient-app/app/programs/active.tsx	100	/loyalty/hub	/loyalty/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/reports/ai-analysis.tsx	290	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/reports/ai-analysis.tsx	296	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/reports/passport.tsx	37	/medical-profile	/medical-profile	MATCHED_ROUTE	GET /medical-profile (backend/src/modules/medical-profile/medical-profile.controller.ts:12)|PATCH /medical-profile (backend/src/modules/medical-profile/medical-profile.controller.ts:13)
patient	patient-app/app/reports/passport.tsx	38	/patients/passport	/patients/passport	MATCHED_ROUTE	GET /patients/passport (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:90)
patient	patient-app/app/reports/timeline.tsx	42	/reports/timeline	/reports/timeline	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/reports/timeline.tsx	88	/reports/passport	/reports/passport	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/returns/hub.tsx	70	/pharmacy/returns	/pharmacy/returns	MATCHED_ROUTE	POST /pharmacy/returns (backend/src/modules/returns/returns.controller.ts:11)|GET /pharmacy/returns (backend/src/modules/returns/returns.controller.ts:16)
patient	patient-app/app/returns/hub.tsx	124	/returns/new-request	/returns/new-request	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/returns/hub.tsx	308	/returns/new-request	/returns/new-request	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/returns/new-request.tsx	68	/pharmacy/returns	/pharmacy/returns	MATCHED_ROUTE	POST /pharmacy/returns (backend/src/modules/returns/returns.controller.ts:11)|GET /pharmacy/returns (backend/src/modules/returns/returns.controller.ts:16)
patient	patient-app/app/returns/new-request.tsx	100	/returns/hub	/returns/hub	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/returns/new-request.tsx	103	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/search/index.tsx	68	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/search/index.tsx	72	/(tabs	/(tabs	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/about.tsx	221	/settings/terms	/settings/terms	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/about.tsx	238	/settings/privacy	/settings/privacy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/data.tsx	25	/users/me/storage	/users/me/storage	MATCHED_ROUTE	GET /users/me/storage (backend/src/modules/users/users.controller.ts:42)
patient	patient-app/app/settings/data.tsx	54	/settings/privacy	/settings/privacy	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/feedback.tsx	38	/support/feedback	/support/feedback	MATCHED_ROUTE	POST /support/feedback (backend/src/modules/support/support.controller.ts:31)
patient	patient-app/app/settings/help.tsx	38	/support/faqs	/support/faqs	MATCHED_ROUTE	GET /support/faqs (backend/src/modules/support/support.controller.ts:26)
patient	patient-app/app/settings/help.tsx	146	/settings/support-chat	/settings/support-chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/index.tsx	55	/(onboarding	/(onboarding	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/index.tsx	59	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/settings/notifications-settings.tsx	99	/users/me/notification-settings	/users/me/notification-settings	MATCHED_ROUTE	GET /users/me/notification-settings (backend/src/modules/users/users.controller.ts:32)|PATCH /users/me/notification-settings (backend/src/modules/users/users.controller.ts:37)
patient	patient-app/app/settings/notifications-settings.tsx	108	/users/me/notification-settings	/users/me/notification-settings	MATCHED_ROUTE	GET /users/me/notification-settings (backend/src/modules/users/users.controller.ts:32)|PATCH /users/me/notification-settings (backend/src/modules/users/users.controller.ts:37)
patient	patient-app/app/settings/privacy.tsx	37	/users/me/privacy-settings	/users/me/privacy-settings	MATCHED_ROUTE	GET /users/me/privacy-settings (backend/src/modules/users/users.controller.ts:47)|PATCH /users/me/privacy-settings (backend/src/modules/users/users.controller.ts:52)
patient	patient-app/app/settings/privacy.tsx	45	/users/me/privacy-settings	/users/me/privacy-settings	MATCHED_ROUTE	GET /users/me/privacy-settings (backend/src/modules/users/users.controller.ts:47)|PATCH /users/me/privacy-settings (backend/src/modules/users/users.controller.ts:52)
patient	patient-app/app/settings/security.tsx	40	/users/me/security-settings	/users/me/security-settings	MATCHED_ROUTE	GET /users/me/security-settings (backend/src/modules/users/users.controller.ts:57)|PATCH /users/me/security-settings (backend/src/modules/users/users.controller.ts:62)
patient	patient-app/app/settings/security.tsx	52	/users/me/security-settings	/users/me/security-settings	MATCHED_ROUTE	GET /users/me/security-settings (backend/src/modules/users/users.controller.ts:57)|PATCH /users/me/security-settings (backend/src/modules/users/users.controller.ts:62)
patient	patient-app/app/settings/security.tsx	57	/users/me/security-settings	/users/me/security-settings	MATCHED_ROUTE	GET /users/me/security-settings (backend/src/modules/users/users.controller.ts:57)|PATCH /users/me/security-settings (backend/src/modules/users/users.controller.ts:62)
patient	patient-app/app/settings/security.tsx	67	/users/me/change-password	/users/me/change-password	MATCHED_ROUTE	POST /users/me/change-password (backend/src/modules/users/users.controller.ts:67)
patient	patient-app/app/settings/security.tsx	87	/users/me/sessions	/users/me/sessions	MATCHED_ROUTE	GET /users/me/sessions (backend/src/modules/users/users.controller.ts:72)
patient	patient-app/app/shared/location-picker.tsx	80	/users/me/addresses	/users/me/addresses	MATCHED_ROUTE	GET /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:11)|POST /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:17)
patient	patient-app/app/shared/location-picker.tsx	168	/users/me/addresses	/users/me/addresses	MATCHED_ROUTE	GET /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:11)|POST /users/me/addresses (backend/src/modules/users/users.addresses.controller.ts:17)
patient	patient-app/app/support/chat.tsx	46	/support/chat	/support/chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/support/chat.tsx	80	/support/chat	/support/chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/support/ticket.tsx	26	/support/tickets	/support/tickets	MATCHED_ROUTE	GET /support/tickets (backend/src/modules/support/support.controller.ts:20)
patient	patient-app/app/support/ticket.tsx	44	/support/chat	/support/chat	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/app/wallet/cards.tsx	64	/wallet/cards	/wallet/cards	MATCHED_ROUTE	GET /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:46)|POST /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:53)
patient	patient-app/app/wallet/cards.tsx	346	/wallet/cards	/wallet/cards	MATCHED_ROUTE	GET /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:46)|POST /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:53)
patient	patient-app/app/wallet/cards.tsx	361	/wallet/cards	/wallet/cards	MATCHED_ROUTE	GET /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:46)|POST /wallet/cards (backend/src/modules/wallet/wallet.controller.ts:53)
patient	patient-app/app/wallet/hub.tsx	68	/wallet/balance	/wallet/balance	MATCHED_ROUTE	GET /wallet/balance (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:24)|GET /wallet/balance (backend/src/modules/wallet/wallet.controller.ts:10)
patient	patient-app/app/wallet/hub.tsx	73	/wallet/transactions?page=1&limit=4	/wallet/transactions	MATCHED_ROUTE	GET /wallet/transactions (backend/src/modules/wallet/wallet.controller.ts:17)
patient	patient-app/app/wallet/hub.tsx	95	/wallet/spending-data	/wallet/spending-data	MATCHED_ROUTE	GET /wallet/spending-data (backend/src/modules/wallet/wallet.controller.ts:23)
patient	patient-app/app/wallet/hub.tsx	211	/wallet/transactions	/wallet/transactions	MATCHED_ROUTE	GET /wallet/transactions (backend/src/modules/wallet/wallet.controller.ts:17)
patient	patient-app/app/wallet/topup.tsx	25	/wallet/balance	/wallet/balance	MATCHED_ROUTE	GET /wallet/balance (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:24)|GET /wallet/balance (backend/src/modules/wallet/wallet.controller.ts:10)
patient	patient-app/app/wallet/topup.tsx	45	/wallet/topup	/wallet/topup	MATCHED_ROUTE	POST /wallet/topup (backend/src/modules/wallet/wallet.controller.ts:29)
patient	patient-app/app/wallet/transactions.tsx	38	/wallet/transactions	/wallet/transactions	MATCHED_ROUTE	GET /wallet/transactions (backend/src/modules/wallet/wallet.controller.ts:17)
patient	patient-app/app/wallet/transfer.tsx	25	/wallet/balance	/wallet/balance	MATCHED_ROUTE	GET /wallet/balance (backend/src/modules/nabd-extensions/nabd-extensions.controller.ts:24)|GET /wallet/balance (backend/src/modules/wallet/wallet.controller.ts:10)
patient	patient-app/app/wallet/transfer.tsx	61	/wallet/transfer	/wallet/transfer	MATCHED_ROUTE	POST /wallet/transfer (backend/src/modules/wallet/wallet.controller.ts:38)
patient	patient-app/src/components/Header.tsx	131	/notifications	/notifications	MATCHED_ROUTE	GET /notifications (backend/src/modules/notifications/notifications.controller.ts:11)
patient	patient-app/src/components/Header.tsx	137	/profile	/profile	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/context/CartContext.tsx	50	/cart	/cart	MATCHED_ROUTE	GET /cart (backend/src/modules/cart/cart.module.ts:131)
patient	patient-app/src/context/CartContext.tsx	86	/cart/lines	/cart/lines	MATCHED_ROUTE	POST /cart/lines (backend/src/modules/cart/cart.module.ts:132)
patient	patient-app/src/context/CartContext.tsx	169	/cart/clear	/cart/clear	MATCHED_ROUTE	POST /cart/clear (backend/src/modules/cart/cart.controller.ts:11)|POST /cart/clear (backend/src/modules/cart/cart.module.ts:135)
patient	patient-app/src/context/ConsultationsContext.tsx	24	/care/appointments	/care/appointments	MATCHED_ROUTE	POST /care/appointments (backend/src/modules/care/appointments.controller.ts:14)|GET /care/appointments (backend/src/modules/care/appointments.controller.ts:19)
patient	patient-app/src/core/events/AuditManager.ts	62	/audit/batch	/audit/batch	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/hooks/useGuestGuard.tsx	71	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/hooks/useGuestGuard.tsx	76	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/hooks/usePushNotifications.ts	57	/notifications/register-token	/notifications/register-token	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/navigation/guards/AuthGuard.tsx	25	/(auth	/(auth	UNMATCHED_ROUTE_REVIEW	
patient	patient-app/src/utils/notifications.ts	60	/push/register	/push/register	MATCHED_ROUTE	POST /push/register (backend/src/modules/push/push.module.ts:470)
patient	patient-app/src/utils/security.ts	162	/audit	/audit	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/api/provider.ts	8	/provider-onboarding/start	/provider-onboarding/start	MATCHED_ROUTE	POST /provider-onboarding/start (backend/src/modules/provider-onboarding/provider-onboarding.module.ts:215)
provider	provider-app/src/api/provider.ts	14	/provider/auth/login	/provider/auth/login	MATCHED_ROUTE	POST /provider/auth/login (backend/src/modules/provider/provider.controllers.ts:28)|PATCH /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:99)|DELETE /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:102)|GET /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:112)|GET /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:153)|DELETE /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:327)|DELETE /provider/auth/:id (backend/src/modules/provider/provider.controllers.ts:335)
provider	provider-app/src/api/provider.ts	37	/storage/upload	/storage/upload	MATCHED_ROUTE	POST /storage/upload (backend/src/modules/storage/storage.module.ts:131)|GET /storage/:id (backend/src/modules/storage/storage.module.ts:135)
provider	provider-app/src/api/provider.ts	52	/storage/upload	/storage/upload	MATCHED_ROUTE	POST /storage/upload (backend/src/modules/storage/storage.module.ts:131)|GET /storage/:id (backend/src/modules/storage/storage.module.ts:135)
provider	provider-app/src/api/provider.ts	63	/provider-onboarding/step2	/provider-onboarding/step2	MATCHED_ROUTE	POST /provider-onboarding/step2 (backend/src/modules/provider-onboarding/provider-onboarding.module.ts:218)
provider	provider-app/src/api/provider.ts	69	/provider-onboarding/step3	/provider-onboarding/step3	MATCHED_ROUTE	POST /provider-onboarding/step3 (backend/src/modules/provider-onboarding/provider-onboarding.module.ts:221)
provider	provider-app/src/api/provider.ts	75	/provider-onboarding/submit	/provider-onboarding/submit	MATCHED_ROUTE	POST /provider-onboarding/submit (backend/src/modules/provider-onboarding/provider-onboarding.module.ts:224)
provider	provider-app/src/components/ui.tsx	902	/provider/profile/image/status	/provider/profile/image/status	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/components/ui.tsx	925	/provider/profile/image/status	/provider/profile/image/status	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/components/ui.tsx	986	/provider/profile/image/upload	/provider/profile/image/upload	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/auth/PendingDashboard.tsx	31	/auth/send-otp	/auth/send-otp	MATCHED_ROUTE	POST /auth/send-otp (backend/src/modules/auth/auth.controller.ts:126)
provider	provider-app/src/screens/auth/PendingDashboard.tsx	44	/auth/verify-otp	/auth/verify-otp	MATCHED_ROUTE	POST /auth/verify-otp (backend/src/modules/auth/auth.controller.ts:133)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	192	/provider/jobs/queue?status=incoming&kind=consultation	/provider/jobs/queue	MATCHED_ROUTE	GET /provider/jobs/queue (backend/src/modules/provider-jobs/provider-jobs.module.ts:275)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	202	/provider/jobs/queue?status=active	/provider/jobs/queue	MATCHED_ROUTE	GET /provider/jobs/queue (backend/src/modules/provider-jobs/provider-jobs.module.ts:275)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	210	/provider/stats/today	/provider/stats/today	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	224	/provider/jobs/	/provider/jobs	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	224	/accept	/accept	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	234	/provider/jobs/	/provider/jobs	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	234	/reject	/reject	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	450	/provider/jobs/queue?status=active&kind=consultation	/provider/jobs/queue	MATCHED_ROUTE	GET /provider/jobs/queue (backend/src/modules/provider-jobs/provider-jobs.module.ts:275)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	652	/provider/consultation/end	/provider/consultation/end	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	886	/medicines	/medicines	MATCHED_ROUTE	GET /medicines (backend/src/modules/medicines/medicines.controller.ts:12)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	931	/prescriptions/create	/prescriptions/create	MATCHED_ROUTE	POST /prescriptions/create (backend/src/modules/prescriptions/prescriptions.controller.ts:11)|GET /prescriptions/:id (backend/src/modules/prescriptions/prescriptions.controller.ts:62)
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1754	/provider/wallet	/provider/wallet	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1757	/provider/wallet/transactions	/provider/wallet/transactions	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1843	/chats/provider	/chats/provider	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2027	/provider/settings/delta	/provider/settings/delta	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2362	/provider/notifications	/provider/notifications	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2378	/provider/directory	/provider/directory	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2789	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2837	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2865	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2905	/provider/capabilities/doctor-sessions	/provider/capabilities/doctor-sessions	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3121	/provider/profile	/provider/profile	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3140	/provider/profile	/provider/profile	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3635	/provider/chat/send	/provider/chat/send	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/facility/FacilityAuditLogScreen.tsx	16	/provider/facility/audit-logs	/provider/facility/audit-logs	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	72	/facility/inbox	/facility/inbox	UNMATCHED_ROUTE_REVIEW	
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	135	/facility/beds/wards	/facility/beds/wards	MATCHED_ROUTE	GET /facility/beds/wards (backend/src/modules/facility-ops/facility-ops.module.ts:219)|POST /facility/beds/wards (backend/src/modules/facility-ops/facility-ops.module.ts:229)
provider	provider-app/src/screens/facility/FacilityDashboard.tsx	136	/facility/surgeries/schedule	/facility/surgeries/schedule	UNMATCHED_ROUTE_REVIEW	
